0.203191,1.61754,-3.27871
0.273789,1.61588,-3.3291
0.13757,1.56173,-3.23307
0.205012,1.55744,-3.24758
0.269392,1.55076,-3.22409
0.334851,1.54537,-3.22038
0.398487,1.53913,-3.2024
-0.124243,1.53668,-3.44539
-0.053015,1.53384,-3.48966
0.0157961,1.52627,-3.45131
0.074426,1.5086,-3.23025
0.139366,1.50178,-3.19936
0.201106,1.49333,-3.13717
0.264547,1.48715,-3.11519
0.329819,1.48244,-3.1204
0.39497,1.47775,-3.1257
0.459993,1.47307,-3.13098
0.5231,1.46771,-3.12222
-0.841318,1.5312,-3.47218
-0.768722,1.52616,-3.48053
-0.704213,1.52687,-3.59255
-0.399297,1.48771,-3.26547
-0.329431,1.48081,-3.23213
-0.261144,1.47783,-3.27555
-0.192146,1.47453,-3.31348
-0.122362,1.47172,-3.36262
-0.0542133,1.46452,-3.32067
0.00932288,1.45332,-3.19128
0.0744589,1.44675,-3.1576
0.139263,1.44076,-3.13508
0.203298,1.43483,-3.11241
0.267632,1.42949,-3.10234
0.332789,1.42477,-3.10588
0.397759,1.42005,-3.10925
0.462567,1.41535,-3.11267
0.527567,1.41078,-3.11888
0.599084,1.40807,-3.17262
-0.920077,1.47656,-3.5254
-0.836105,1.46665,-3.43121
-0.761735,1.4606,-3.4166
-0.688351,1.45481,-3.40657
-0.61637,1.44966,-3.41009
-0.540104,1.44086,-3.32946
-0.468558,1.43483,-3.31016
-0.392788,1.42192,-3.12498
-0.325634,1.41842,-3.16125
-0.257972,1.41532,-3.20831
-0.1895,1.41203,-3.2522
-0.120391,1.40842,-3.28938
-0.0540812,1.40021,-3.20532
0.0124895,1.39445,-3.18335
0.0782827,1.38873,-3.16102
0.143302,1.38306,-3.13849
0.20756,1.37744,-3.11599
0.272219,1.37234,-3.10717
0.337229,1.36754,-3.10666
0.402387,1.36288,-3.10996
0.46737,1.35824,-3.11324
0.532721,1.35373,-3.12068
0.602749,1.35023,-3.16204
-1.07226,1.42449,-3.54548
-0.985739,1.41566,-3.45739
-0.905185,1.4082,-3.40085
-0.830477,1.4024,-3.38604
-0.756652,1.39674,-3.37395
-0.683411,1.39112,-3.36199
-0.610717,1.38554,-3.34972
-0.538213,1.37975,-3.33027
-0.460263,1.36913,-3.16065
-0.390198,1.36272,-3.11431
-0.322342,1.35791,-3.11623
-0.254743,1.3533,-3.12448
-0.186946,1.35013,-3.18183
-0.118269,1.34658,-3.22841
-0.0508433,1.34097,-3.20273
0.0161261,1.33569,-3.1869
0.0821792,1.33031,-3.16533
0.147394,1.32495,-3.14233
0.212043,1.31971,-3.12216
0.276932,1.31478,-3.11309
0.34165,1.30995,-3.10696
0.406998,1.30535,-3.11026
0.472289,1.30079,-3.11453
0.538048,1.29634,-3.12356
0.603756,1.29188,-3.13255
0.679855,1.28872,-3.21012
-1.14657,1.36507,-3.53637
-1.06337,1.3582,-3.48346
-0.982728,1.35166,-3.43838
-0.904132,1.34538,-3.39918
-0.82931,1.33986,-3.38523
-0.755232,1.33442,-3.37265
-0.681766,1.32903,-3.36039
-0.608807,1.32365,-3.34702
-0.530761,1.31581,-3.22565
-0.457776,1.30923,-3.15113
-0.387603,1.30338,-3.10361
-0.319667,1.29866,-3.10551
-0.251954,1.29395,-3.10746
-0.184458,1.28925,-3.10929
-0.116563,1.28521,-3.14644
-0.0474414,1.28152,-3.20519
0.0195209,1.2764,-3.18386
0.0860242,1.27143,-3.16812
0.151473,1.2664,-3.1455
0.216565,1.2615,-3.12842
0.281712,1.25676,-3.11941
0.346403,1.25204,-3.1104
0.411645,1.24747,-3.11064
0.477412,1.24299,-3.11728
0.543421,1.23854,-3.12653
0.609375,1.2341,-3.13568
0.681534,1.23001,-3.18564
-1.14659,1.30019,-3.53774
-1.06511,1.29426,-3.49929
-0.983842,1.28826,-3.45254
-0.903992,1.28235,-3.40567
-0.828461,1.27702,-3.38766
-0.753954,1.27178,-3.37305
-0.680117,1.26659,-3.35884
-0.606722,1.26141,-3.34175
-0.527003,1.25454,-3.19057
-0.455179,1.24914,-3.13903
-0.384993,1.2439,-3.09263
-0.317281,1.23945,-3.11213
-0.249415,1.23505,-3.13868
-0.181215,1.23061,-3.16213
-0.112947,1.22605,-3.17382
-0.0437336,1.22172,-3.21723
0.023843,1.21696,-3.20291
0.0901141,1.21216,-3.17507
0.155487,1.20743,-3.14723
0.221121,1.20282,-3.13469
0.286524,1.19826,-3.1257
0.351463,1.19373,-3.11664
0.416345,1.18924,-3.11124
0.482605,1.18479,-3.12034
0.548825,1.18035,-3.12947
0.615607,1.1759,-3.14285
0.685894,1.17143,-3.17866
0.760755,1.16687,-3.23888
0.822723,1.16245,-3.21974
-1.14688,1.2349,-3.54094
-1.06478,1.22946,-3.49994
-0.984946,1.22416,-3.46666
-0.905156,1.21887,-3.42387
