194.64,325.697,0.648799
195.573,316.703,0.630882
191.292,324.536,0.659626
188.861,309.733,0.629538
183.218,290.784,0.591025
179.841,276.505,0.562003
175.666,261.902,0.532321
241.535,465.679,0.96614
239.44,443.885,0.920923
225.274,402.157,0.83435
192.328,331.079,0.686887
185.25,307.898,0.638793
176.299,283.254,0.587663
171.771,267.075,0.554098
169.781,255.733,0.530566
167.961,245.325,0.508973
166.283,235.73,0.489067
163.808,225.587,0.468023
757.801,2384.55,5.05201
580.164,1711.48,3.62602
608.662,1689.93,3.58037
244.313,549.122,1.16339
226.719,486.416,1.03054
225.477,462.718,0.980334
223.377,439.308,0.930737
223.138,421.285,0.892554
210.164,381.529,0.808325
189.457,331.198,0.701691
182.135,307.027,0.650481
176.768,287.706,0.609546
172.003,270.618,0.573342
168.735,256.912,0.544306
166.78,246.001,0.521189
164.974,235.963,0.499922
163.313,226.718,0.480334
161.957,218.411,0.462735
163.635,214.544,0.454542
1427.57,4710.98,10.1969
599.169,1845.44,3.99446
463.534,1338.45,2.89709
389.31,1058.01,2.29006
347.439,891.76,1.93022
286.464,696.559,1.5077
262.354,606.038,1.31177
211.08,464.376,1.00514
209.624,440.211,0.952839
209.924,421.673,0.912712
209.651,403.577,0.873544
208.413,385.148,0.833653
192.44,341.951,0.740154
185.776,317.884,0.688061
179.931,296.887,0.642612
174.771,278.428,0.602659
170.196,262.101,0.567319
167.15,249.107,0.539193
164.986,238.199,0.515582
163.266,228.572,0.494745
161.678,219.692,0.475524
160.47,211.82,0.458486
161.393,207.121,0.448315
-1956.3,-7368.74,-16.3025
1519.46,5283.04,11.6881
663.376,2141.76,4.7384
490.021,1476.6,3.2668
400.766,1132.17,2.50479
345.295,918.077,2.03114
307.305,771.678,1.70725
277.488,660.13,1.46046
221.527,500.652,1.10764
204.824,440.859,0.975352
198.527,407.883,0.902395
193.96,381.174,0.843306
196.209,369.527,0.817539
196.864,355.929,0.787455
189.099,328.741,0.727302
183.402,307.028,0.679265
177.862,287.12,0.63522
172.853,269.412,0.596045
168.63,254.07,0.562101
165.673,241.562,0.53443
163.196,230.515,0.509988
161.565,221.294,0.48959
160.121,212.867,0.470945
159.075,205.435,0.454501
158.098,198.501,0.439161
161.106,196.81,0.435421
-946.401,-3802.81,-8.60364
23061.4,84942.9,192.178
1067.97,3631.1,8.21515
596.98,1884.75,4.26414
456.049,1343.82,3.04032
378.804,1046.45,2.36753
329.657,857.108,1.93916
295.131,724.712,1.63962
241.087,560.845,1.26888
214.543,474.14,1.07272
198.928,418.696,0.947276
193.221,388.199,0.878279
188.297,361.859,0.818685
183.987,338.842,0.766611
184.067,325.43,0.736267
186.417,316.909,0.71699
180.435,295.379,0.668279
175.698,277.352,0.627492
170.918,260.503,0.589373
167.096,246.189,0.556988
164.248,234.187,0.529834
161.661,223.294,0.50519
159.904,214.174,0.484557
158.684,206.29,0.466719
157.709,199.164,0.450597
156.793,192.507,0.435536
158.211,188.998,0.427597
-1162.15,-4564.06,-10.565
7339.05,26420.6,61.1587
971.703,3229.04,7.47464
555.638,1714.54,3.96884
429.42,1236.73,2.8628
360.157,972.424,2.25098
315.406,801.502,1.85533
283.02,679.247,1.57233
226.799,515.67,1.19368
207.537,448.28,1.03769
193.324,397.695,0.920591
190.534,374.139,0.866063
188.942,354.883,0.821487
187.121,336.817,0.77967
184.163,318.234,0.736654
184.813,307.074,0.71082
179.68,287.487,0.66548
173.952,268.383,0.621258
168.908,251.615,0.582442
165.586,238.444,0.551955
162.842,226.928,0.525295
160.341,216.46,0.501065
158.29,207.216,0.479667
157.291,199.852,0.46262
156.363,192.997,0.446751
155.736,186.883,0.4326
156.372,182.575,0.422626
158.268,179.925,0.416494
155.941,172.734,0.399847
-1479.68,-5676.6,-13.4517
3129.4,11005.1,26.0784
890.488,2890.66,6.84991
536.589,1617.43,3.83278
409.165,1151.12,2.72776
346.12,912.892,2.16325
305.119,757.413,1.79482
277.889,651.495,1.54383
233.549,518.725,1.22921
212.948,449.319,1.06474
198.103,398.092,0.943346
195.295,374.611,0.887703
193.185,354.452,0.839935
187.848,330.299,0.7827
184.572,311.557,0.738287
184.676,299.744,0.710294
180.706,282.437,0.669282
174.964,263.695,0.62487
169.895,247.226,0.585844
167.049,234.982,0.55683
163.947,223.179,0.52886
161.138,212.501,0.503557
158.966,203.284,0.481716
157.368,195.322,0.462847
156.763,189.012,0.447896
156.185,183.083,0.433847
157.899,180.09,0.426753
157.247,174.627,0.413808
154.973,167.688,0.397366
152.861,161.268,0.382151
